timestamp,run_id,best_eval_score,completion_rate,duration_s,config
2026-08-28T10:48:22.929597,1,0.0,0.0,22102,"{""gamma"": 0.99, ""epsilon_start"": 1.0, ""epsilon_min"": 0.05, ""epsilon_decay_steps"": 40000, ""batch_size"": 64, ""learning_rate"": 0.001, ""buffer_size"": 50000}"
