Episode,Steps,Reward,MovingAvg,Loss,Epsilon
27,148,1.123443603515664,-13.754945557458063,0.06106656773418591,0.7652075
28,203,-0.9653565979003993,-13.313925248507799,0.08085828922285235,0.76038625
29,572,-16.5749241638184,-13.422625212351486,0.07594761412046928,0.7468012500000001
30,321,-20.56111267089844,-13.652899001336873,0.0661129914253161,0.7391775
31,270,-3.956210174560546,-13.349877475500112,0.08862179466005829,0.732765
32,192,0.5637919235229489,-12.92825113007517,0.08898082116259805,0.728205
33,270,-3.2476206207275524,-12.643526703329652,0.08386824805875895,0.7217925000000001
34,136,2.759719467163084,-12.203433955601287,0.09046596696134657,0.7185625
35,209,-1.275442657470709,-11.899878641764326,0.08667365837681806,0.7135987500000001
36,255,-2.251241912841774,-11.639104676117771,0.09564445247033647,0.7075425
37,149,1.036435317993167,-11.305537834167483,0.07412183644787577,0.70400375
38,269,-4.304819869995126,-11.126032245342552,0.07573451383600226,0.697615
39,197,-0.773318862915044,-10.867214410781864,0.07741333009334764,0.69293625
40,223,31.75109100341796,-9.827743547020892,0.08978103066589933,0.68764
41,445,-25.55393920898437,-10.202176777067642,0.07382948334130009,0.67707125
42,92,2.872640228271491,-9.898111265315569,0.07625512251346979,0.67488625
43,429,-9.080899810791028,-9.879538277712738,0.07896555724851179,0.6646975
44,267,-17.720940704345686,-10.05379166497125,0.08917095638769731,0.65835625
45,91,-10.864880676269529,-10.071424034782082,0.0832774583147941,0.6561950000000001
46,324,-20.191769714355523,-10.286750538602794,0.08129094710378092,0.6485000000000001
47,210,-14.950700073242157,-10.383916153907778,0.07152444534890709,0.6435125
48,214,-15.84605834960938,-10.495388443615974,0.11090875647648751,0.63843
49,198,0.4659540557861259,-10.276161593627933,0.08477054896642162,0.6337275
50,135,2.4925708770751918,-10.025794290280812,0.09404694945723922,0.6305212499999999
51,256,-2.3399389266967754,-9.877989379442656,0.07702398895708029,0.6244412500000001
52,233,31.114713134765637,-9.104542162193445,0.09683928013551389,0.6189074999999999
53,184,0.6603160858154347,-8.923711453896983,0.10324801243436725,0.6145375
54,209,-15.383048400878913,-9.04115394384211,0.09680199964444318,0.60957375
55,152,-12.963001861572213,-9.111186942373006,0.09477265068869058,0.60596375
56,89,-10.123858032226554,-9.12895310184412,0.08456015587899457,0.60385
57,84,-10.453414764404277,-9.15178864775033,0.08621167415930402,0.601855
58,234,30.81248924255371,-8.474428005541787,0.09984205127494712,0.5962975
59,90,-10.267549896240233,-8.504313370386761,0.12471867011239131,0.59416
60,179,2.862326736450214,-8.317975007979598,0.10519694805395004,0.58990875
61,150,-13.105659790039049,-8.395195730270878,0.0995180316021045,0.5863462500000001
62,210,-2.3087654876708745,-8.298585726420084,0.10559388141014746,0.58135875
63,131,2.6013771820068463,-8.128273805975914,0.11439612864708627,0.5782475
64,150,-12.528921661376911,-8.19597608067439,0.12294072923560938,0.5746850000000001
65,225,31.31037597656251,-7.597394988898074,0.1077311163643996,0.56934125
66,116,4.434788742065434,-7.417810157092648,0.11998697983679073,0.5665862500000001
67,206,-1.5221822357177714,-7.331109746484194,0.11939275877785335,0.5616937500000001
68,99,-11.186309509277345,-7.38698220681453,0.10906399912530124,0.5593425000000001
69,89,3.0472393798828126,-7.237921898433139,0.10852295993251747,0.5572287499999999
70,195,0.8558943176269498,-7.123924486939335,0.1163173723870363,0.5525975000000001
71,152,0.5561479949951131,-7.0172568135791344,0.10682998010030899,0.5489875
72,239,31.527119216918955,-6.489251662476422,0.111267603505169,0.54331125
73,149,0.22587524414062798,-6.398506704278893,0.11505711969963256,0.5397725
74,133,2.3439035034179714,-6.281941234842936,0.10373157329325165,0.53661375
75,186,33.58275394439697,-5.7574057719582,0.10611751572960006,0.53219625
76,88,3.6977730560302735,-5.634611241724584,0.10142663208005781,0.53010625
77,57,-9.582683715820362,-5.685227555495042,0.08023894780821968,0.5287525
78,190,0.2030532836913821,-5.610692354999012,0.11930991605806508,0.52424
79,150,-12.631621856689437,-5.698453973770141,0.13388232186436652,0.5206774999999999
80,200,-0.4224693298339872,-5.63331836088204,0.11159406554419547,0.5159275000000001
81,146,0.9951747894287095,-5.552483078561178,0.11007270193977715,0.51246
82,281,-4.094972610473635,-5.534922711475786,0.09652240072572571,0.50578625
83,86,3.5672971343994178,-5.426562951405843,0.10191542066113893,0.5037437499999999
84,283,29.362599449157724,-5.0172786878698,0.11163868598455676,0.49702250000000003
85,103,3.5928205871582026,-4.917161254439242,0.09713110221025434,0.49457625000000005
86,144,0.9223278045654268,-4.850040690542637,0.08975883685181746,0.49115624999999996
87,147,-12.866033477783235,-4.941131517670372,0.10529198898572703,0.487665
88,144,-12.888899688720707,-5.0304322836372295,0.09078005156091724,0.4842449999999999
89,256,-1.8859436798095732,-4.995493521372477,0.0940375432401197,0.47816500000000006
90,417,24.12380851745605,-4.675501191275461,0.08983977997175259,0.46826124999999996
91,253,-2.626089019775393,-4.653224972020026,0.08717104823148179,0.46225249999999996
92,270,-3.9037596130370993,-4.645166204719134,0.08769723391850237,0.45584
93,94,4.590089111328117,-4.5469188077399085,0.10691347386331317,0.45360749999999994
94,441,-10.718675918579102,-4.611884672064531,0.09951138170119249,0.44313375
95,196,-0.15846904754639013,-4.5654949259758,0.09713946443944409,0.43847875000000003
96,282,29.201069335937497,-4.217386016059168,0.08601376119545324,0.43178125
97,269,-4.523832168579048,-4.2205130176154935,0.09491254839021367,0.42539250000000006
98,176,1.02362972259521,-4.167541878825486,0.08926322134952484,0.4212125000000001
99,193,1.1580336761474612,-4.1142861232757575,0.08158764843418809,0.41662875
100,208,-2.179262237548868,-3.943964359664917,0.08039659676545013,0.41168875000000005
101,142,1.6194214630126975,-3.729729597854614,0.08121242856895419,0.40831625000000005
102,148,0.5977248764038467,-3.6051825767517083,0.09883785639839196,0.40480125
103,79,4.511987686157227,-3.270074876403809,0.09401347022503614,0.4029250000000001
104,511,-13.80525878906248,-3.2641520309448238,0.08438430541357182,0.39078875
105,259,-2.791177825927739,-3.119250582885741,0.07438455821414079,0.38463749999999997
106,204,-1.3413397216796827,-2.967213536071776,0.08463759193945602,0.3797925
107,211,-1.838748168945271,-2.9069780685424784,0.093482317932621,0.37478125000000007
108,76,4.535556488037118,-2.7431991668701157,0.08679400674851709,0.37297625
109,209,-1.0936211013793997,-2.6584556499481193,0.09770074456431078,0.3680125000000001
110,299,-3.6173682403564476,-2.3200771595001215,0.08660758995018077,0.36091125
111,207,31.79759811401367,-1.7982232730865468,0.10412533111096436,0.35599500000000006
112,139,1.9675914764404308,-1.6523362667083727,0.07487259742220957,0.35269375000000003
113,84,3.5715515899658197,-1.4806635112762438,0.09631562825026256,0.35069874999999995
114,121,36.166088867187504,-1.114785840225218,0.08271417276518157,0.34782500000000005
115,103,3.7036346435546914,-0.9448934482574444,0.0989247326856678,0.34537875000000007
116,126,3.507413177490232,-0.9032526302337623,0.08076510545132416,0.34238625
117,83,4.323215332031248,-0.6069455913543681,0.09652780954647495,0.340415
118,130,3.8624246978759817,-0.5100177570342997,0.09857676853784002,0.3373275
119,122,4.745811080932619,-0.38203596649169713,0.09772721845198606,0.33443
120,73,5.183599472045888,-0.2072632400512671,0.1239112924452718,0.33269625
121,122,35.94902549743652,0.1696465499877952,0.08816933968547182,0.32979875000000003
122,82,4.0715124511719125,0.36693001556396765,0.08289610452541127,0.32785125000000004
123,82,4.493802032470704,0.5714772918701199,0.10422849723296922,0.32590375000000005
124,74,5.037493362426758,0.8257707382202172,0.10056346009258886,0.3241462500000001
125,156,34.797941207885735,1.3546626319885278,0.09822209123880245,0.32044125
126,166,34.397941780090335,1.770078660964968,0.09068933450785208,0.31649875000000005
127,85,4.109966964721684,1.7999438945770279,0.08701255879200556,0.31448
128,95,3.464512557983401,1.8442425861358662,0.0986971533710235,0.31222375
129,86,3.675753479003907,2.0467493625640896,0.11323694747244549,0.31018124999999996
130,85,4.0917300796508815,2.2932777900695824,0.08261535750592457,0.3081625000000001
131,88,3.488485565185531,2.3677247474670433,0.13511122287970714,0.30607249999999997
132,108,36.35583969116212,2.7256452251434347,0.10217010803279225,0.30350750000000004
133,91,3.0611896133422682,2.788733327484133,0.09407626788367282,0.30134625000000004
134,122,4.5459719848633,2.806595852661135,0.09507385160407571,0.29844875000000004
135,86,4.163400115966793,2.860984280395511,0.10547018389022628,0.2964062500000001
136,78,5.52767711639404,2.9387734706878685,0.09977993625813188,0.29455375000000006
137,91,3.405510253906252,2.962464220047,0.1004194741925368,0.29239250000000006
138,81,4.6244628524780325,3.051757047271731,0.09744540599669203,0.29046875000000005
139,71,5.406423950195284,3.113554475402834,0.09015851564915248,0.28878249999999994
140,123,4.632857971191408,2.8423721450805686,0.12985658791764237,0.28586125000000007
141,122,3.9467639160156214,3.137379176330569,0.12046474120655998,0.28296375000000007
142,83,4.650601043701181,3.1551587844848656,0.10591259513454265,0.2809925
143,83,4.635508422851565,3.2923228668212916,0.08911384177584965,0.2790212500000001
144,119,36.30615695953368,3.832593843460085,0.11399987742242192,0.27619499999999997
145,128,4.195222320556654,3.983194873428346,0.09674150597129483,0.27315500000000004
146,104,36.94310066223146,4.554543577194217,0.10621193885051,0.27068499999999995
147,112,36.21690246582032,5.066219602584841,0.1006357857425298,0.26802500000000007
148,89,3.80675926208497,5.262747778701785,0.08785935698516584,0.26591125000000004
149,78,4.373691406250005,5.3018251522064235,0.10432889571604438,0.26405875
150,80,4.379826812744135,5.320697711563112,0.11622964539565146,0.26215875
151,88,3.8277916717529497,5.382375017547611,0.10410200569524684,0.26006875000000007
152,98,36.77663436889648,5.438994229888919,0.12727858890228125,0.25774125000000003
153,84,3.9992378234863235,5.472383447265627,0.10315973357120085,0.25574624999999995
154,103,36.9011859893799,5.995225791168215,0.0988486537764084,0.25329999999999997
155,79,4.536002311706547,6.170215832901002,0.12661522170646658,0.25142375000000006
156,125,3.6966699981689715,6.3084211132049575,0.09542510474473238,0.24845499999999998
157,91,4.4511901855468725,6.4574671627044715,0.09536402560975198,0.24629374999999998
158,87,3.1537409973144612,6.180879680252079,0.09661875974558208,0.24422750000000004
159,104,36.87638488769532,6.6523190280914335,0.1094533371237608,0.24175749999999996
160,79,4.487395706176729,6.6685697177886984,0.12629506085067987,0.23988125000000005
161,103,36.91619235992431,7.168788239288331,0.11723038281124194,0.23743500000000006
162,90,4.009675369262737,7.231972647857666,0.09998565086474022,0.23529749999999994
163,101,37.0743631362915,7.5767025074005145,0.11330291425975242,0.23289874999999993
164,99,36.32467063903809,8.065238430404664,0.11197005541562433,0.23054750000000013
165,148,35.006495628356966,8.10219962692261,0.0948520639999392,0.22703250000000008
166,81,4.773665542602542,8.105588394927981,0.11965117779456907,0.22510874999999997
167,77,4.589451980590821,8.166704737091068,0.07934840033193688,0.22328000000000003
168,88,3.501525878906266,8.313583090972903,0.11397734414574436,0.2211900000000001
169,108,36.76382930755615,8.650748990249635,0.11596678648385461,0.21862500000000007
170,85,3.8498498535156287,8.680688545608524,0.10705425583702677,0.21660625
171,69,5.237580184936528,8.727502867507937,0.11872491667020148,0.21496749999999998
172,107,36.55041046142579,8.777735779953005,0.12954288862088573,0.21242625000000004
173,75,4.896996116638233,8.824446988677982,0.107160224194328,0.21064500000000008
174,95,37.25184509277344,9.173526404571536,0.12171878229434553,0.20838875
175,88,37.516199417114265,9.21286085929871,0.10327816488940945,0.2062987500000001
176,100,36.896138954162595,9.544844518280032,0.0964509811811149,0.20392374999999996
177,82,4.462402572631836,9.685295381164554,0.13148626647662462,0.20197624999999997
178,75,4.90117729187012,9.732276621246342,0.1126927189528942,0.200195
179,73,5.208891639709476,9.91068175621033,0.11860062019925004,0.19846125000000003
180,86,4.039402618408227,9.955300475692752,0.08517585829073607,0.19641874999999998
181,93,37.24269500732423,10.317775677871706,0.12589410771565732,0.1942100000000001
182,87,37.55148300170899,10.734240233993532,0.11103528755149622,0.19214375000000006
183,96,37.24394599914551,11.071006722640995,0.11379808115695293,0.1898637500000001
184,81,3.7414988708495986,10.814795716857914,0.09240259122057462,0.18794
185,117,36.19997596740723,11.140867270660406,0.11966253772505328,0.18516125000000005
186,102,36.46887931823731,11.496332785797122,0.13104914207303642,0.18273875000000006
187,83,4.134211769104006,11.666335238265994,0.11341309603528087,0.18076750000000008
188,125,4.122353935241717,11.83644777450562,0.11360983637720347,0.17779875
189,142,35.423224945068384,12.209539460754398,0.13130777903740676,0.17442625
190,95,37.218875083923336,12.340490126419072,0.12207183730053274,0.17217000000000005
191,68,5.707652816772461,12.423827544784551,0.11429450548637439,0.170555
192,98,37.12437156677246,12.834108856582645,0.13445602410605975,0.16822749999999997
193,78,4.371919174194334,12.831927157211307,0.12633699713609156,0.16637500000000005
194,188,1.3068822860718097,12.952182739257816,0.12037391547965719,0.1619100000000001
195,115,36.4813790512085,13.318581220245365,0.12294343776353027,0.15917875000000015
196,115,36.483502807617185,13.391405554962162,0.10977372515784657,0.15644750000000007
197,170,33.96460456848145,13.776289922332769,0.10977902600870412,0.15241000000000005
198,169,34.306281013488814,14.109116435241706,0.08786385655733785,0.14839625
199,109,36.49999580383301,14.462536056518559,0.13606021484069594,0.1458075000000001
200,96,36.990414352417,14.854232822418219,0.11778241626840706,0.14352750000000003
201,75,4.9269159698486344,14.887307767486575,0.10067081656306982,0.14174624999999996
202,105,36.687547149658194,15.248205990219121,0.09524981048667715,0.1392525
203,103,36.916326179504395,15.572249375152595,0.1187769098623285,0.13680625000000002
204,70,5.476412315368659,15.765066086196903,0.14325427684400763,0.13514375
205,77,4.697152175903312,15.839949386215215,0.09612241709096865,0.13331500000000007
206,151,34.99372333526614,16.20330001678467,0.11426815601522165,0.12972875000000006
207,77,4.657892456054682,16.26826642303467,0.1080283991170007,0.1279
208,115,35.97888874053956,16.582699745559697,0.10439277287248684,0.12516875000000005
209,150,35.00185432434081,16.9436544998169,0.12793774511665107,0.12160625000000003
210,104,36.969558486938475,17.34952376708985,0.10300677357456432,0.11913625000000005
211,101,36.4504581451416,17.39605236740113,0.10155776331182753,0.11673750000000005
212,98,37.010005950927734,17.746476512146,0.10044281123852243,0.11441000000000001
213,88,3.161137390136677,17.74237237014771,0.09940418878316203,0.11232000000000009
214,99,36.57220680236816,17.746433549499514,0.10712014895045396,0.10996875000000006
215,106,36.18750740051269,18.071272277069095,0.09107706932140128,0.10745125
216,94,37.261332473754884,18.40881147003174,0.10922420900711353,0.10521875000000003
217,89,37.499968795776375,18.740579004669193,0.09160403166426702,0.103105
218,158,34.581243705749515,19.047767194747927,0.13482148380643583,0.09935250000000007
219,64,6.099535636901855,19.061304440307623,0.13410870960797183,0.0978325000000001
220,110,36.63620109558106,19.375830456542975,0.14563014449721032,0.09521999999999997
221,92,36.75130737304687,19.383853275299078,0.09414227094258303,0.09303500000000009
222,89,37.521369476318355,19.718351845550544,0.0960998119200381,0.09092125000000006
223,87,37.54118980407715,20.048825723266607,0.1109370193925911,0.08885500000000013
224,96,37.243825073242185,20.370889040374763,0.1066152384931532,0.08657500000000007
225,120,3.789945068359396,20.060809078979496,0.11737735972274095,0.08372500000000005
226,91,36.89216281890869,20.08575128936768,0.1340048150005904,0.08156375000000005
227,108,36.57441425323486,20.41039576225281,0.12231393410237851,0.07899875000000012
228,95,36.81701263427734,20.743920763015748,0.12008559683239774,0.07674250000000005
229,79,37.93553298950196,21.086518558120734,0.13397972552176518,0.07486625000000002
230,79,37.861190185546874,21.424213159179693,0.138051359607732,0.07299
231,68,5.067060165405268,21.43999890518189,0.11430800174746443,0.07137499999999997
232,99,36.71968265533447,21.44363733482361,0.1189312001389235,0.06902375000000005
233,71,5.303461685180647,21.466060055542,0.08129643420623221,0.06733750000000005
234,99,36.530459060668946,21.78590492630005,0.1404958622661805,0.06498625000000002
235,93,37.31373157501221,22.117408240890505,0.11274251173580846,0.06277750000000004
236,71,4.867497940063467,22.110806449127196,0.10547498676558616,0.06109125000000004
237,87,36.956778869628906,22.44631913528443,0.09957845773462248,0.059024999999999994
238,69,5.568849258422857,22.455762999343875,0.10663661432277033,0.05738624999999997
239,78,4.2045997619628945,22.443744757461555,0.09511793912268984,0.05553375000000005
240,85,37.62118629455566,22.773628040695193,0.12216932013192598,0.05351500000000009
241,84,3.6112349700927666,22.770272751235964,0.13893807367865174,0.05152000000000012
242,74,5.016834182739261,22.77393508262635,0.09881185115994634,0.050000000000000044
243,94,36.873188171386715,23.0963118801117,0.09506131021028504,0.050000000000000044
244,71,5.168847579956061,22.784938786315923,0.11489645284141453,0.050000000000000044
245,95,36.621904067993164,23.109205603790283,0.10864395465897886,0.050000000000000044
246,80,4.497295303344728,22.78474755020142,0.08404127708636225,0.050000000000000044
247,95,36.872447090148924,22.791302996444703,0.13308673342199703,0.050000000000000044
248,94,37.00566864013672,23.123292090225224,0.0895649605291955,0.050000000000000044
249,77,4.757224998474118,23.127127426147464,0.10666489504374467,0.050000000000000044
250,96,36.743691291809085,23.450766070938116,0.11441504911636002,0.050000000000000044
251,93,36.87342906951905,23.78122244491578,0.11062161870781452,0.050000000000000044
252,80,4.190105285644531,23.455357154083263,0.10215077192988246,0.050000000000000044
253,98,37.17778907775879,23.787142666625986,0.10096506032218434,0.050000000000000044
254,73,5.211182518005366,23.47024263191224,0.11213705781847239,0.050000000000000044
255,99,37.07374122619628,23.79562002105714,0.10802445825979565,0.050000000000000044
256,79,37.935528411865235,24.1380086051941,0.14703242063428026,0.050000000000000044
257,100,37.02119579315185,24.463708661270143,0.12976205966435372,0.050000000000000044
258,77,4.980973739624023,24.48198098869324,0.12447176313680874,0.050000000000000044
259,98,37.11930709838866,24.484410210800174,0.10902021696068803,0.050000000000000044
260,62,6.3989936065673785,24.503526189804077,0.10708088259543141,0.050000000000000044
261,104,36.89282588958741,24.50329252510071,0.09034156799316406,0.050000000000000044
262,110,36.51510868072509,24.828346858215337,0.1132469431920485,0.050000000000000044
263,61,6.447947235107424,24.522082699203494,0.13608742450348665,0.050000000000000044
264,86,37.599311676025394,24.534829109573366,0.10559528937216761,0.050000000000000044
265,62,6.399253807067867,24.248756691360477,0.12495432529718645,0.050000000000000044
266,82,37.24973384857178,24.573517374420167,0.09842033493446141,0.050000000000000044
267,83,37.809634590148924,24.905719200515755,0.10579887517245419,0.050000000000000044
268,98,37.129482955932616,25.241998771286017,0.13811725147106513,0.050000000000000044
269,77,37.28572895050049,25.247217767715462,0.12986623647005915,0.050000000000000044
270,89,37.49807804107665,25.583700049591066,0.11045806250126844,0.050000000000000044
271,109,36.69936904907226,25.89831793823242,0.11336297682836788,0.050000000000000044
272,98,37.177773857116705,25.904591572189332,0.09384979083373839,0.050000000000000044
273,74,5.069467849731465,25.906316289520262,0.134038551081274,0.050000000000000044
274,82,37.84944278717042,25.912292266464238,0.11380639240690847,0.050000000000000044
275,105,36.73667427062989,25.904497014999396,0.09861939776511419,0.050000000000000044
276,80,37.9325435256958,25.914861060714728,0.06495207042898983,0.050000000000000044
277,96,37.257779121398926,26.242814826202398,0.1307745708618313,0.050000000000000044
278,80,37.93254993438721,26.573128552627573,0.09745528626954184,0.050000000000000044
279,63,6.208375701904293,26.583123393249522,0.12480832694009655,0.050000000000000044
280,80,37.9325435256958,26.922054802322396,0.11799556032055988,0.050000000000000044
281,81,37.647459526062015,26.926102447509773,0.10446251740242228,0.050000000000000044
282,91,37.38117706298828,26.924399388122566,0.09912062574505479,0.050000000000000044
283,75,38.02119178771973,26.932171846008302,0.12069250655670961,0.050000000000000044
284,75,38.13255023956299,27.276082359695433,0.14776453085243701,0.050000000000000044
285,76,38.06309707641602,27.29471357078552,0.11431773956619988,0.050000000000000044
286,76,37.98118484497071,27.309836626052856,0.11121031148114095,0.050000000000000044
287,83,37.809641304016125,27.64659092140198,0.1352040406585817,0.050000000000000044
288,88,37.60943656921386,27.9814617477417,0.10362052107864822,0.050000000000000044
289,94,37.26119293212892,27.999841427612306,0.126121515259543,0.050000000000000044
290,83,37.32453384399414,28.000898015213014,0.1175922442182719,0.050000000000000044
291,72,5.246695327758784,27.99628844032288,0.09637579646530664,0.050000000000000044
292,82,37.84943614959717,28.003539086151125,0.12072050752027369,0.050000000000000044
293,80,37.92943614959717,28.339114255905155,0.09784518738742917,0.050000000000000044
294,69,5.626208877563473,28.38230752182007,0.10643458969729103,0.050000000000000044
295,96,37.289436149597165,28.390388092803956,0.1293928674228179,0.050000000000000044
296,65,5.755267181396487,28.083105736541754,0.1413389702829031,0.050000000000000044
297,80,37.92944316864015,28.122754122543338,0.12112578765954822,0.050000000000000044
298,89,37.4394725036621,28.154086037445072,0.1376839889673872,0.050000000000000044
299,67,5.6852369689941415,27.84593844909668,0.13051611495051366,0.050000000000000044
300,88,37.57552959442139,27.851789601516728,0.09559242586097257,0.050000000000000044
301,94,37.26118370056152,28.175132278823853,0.11539115270282677,0.050000000000000044
302,67,5.626222305297844,27.864519030380247,0.11334133303877134,0.050000000000000044
303,63,6.2052680206298785,27.557408448791502,0.12445640253523986,0.050000000000000044
304,99,37.109660377502436,27.87374092941284,0.13929762087310804,0.050000000000000044
305,63,6.275135269165039,27.889520760345448,0.12229899340678775,0.050000000000000044
306,84,37.36516216278076,27.9132351486206,0.1337240268143692,0.050000000000000044
307,90,37.436199722290034,28.241018221282957,0.11961659130950769,0.050000000000000044
308,63,6.275135269165043,27.943980686569212,0.13697159047874194,0.050000000000000044
309,64,6.1543278884887656,27.65550542221069,0.1092328163649654,0.050000000000000044
310,85,37.639306793212896,27.662202905273436,0.10958586761399228,0.050000000000000044
311,96,37.28944286346436,27.670592752456663,0.09388508583651856,0.050000000000000044
312,85,37.38172073364258,27.67430990028381,0.12012905994539752,0.050000000000000044
313,80,37.37143600463867,28.016412886428835,0.11766879962524399,0.050000000000000044
314,76,37.38176940917968,28.024508512496947,0.13421033200268684,0.050000000000000044
315,92,37.403099555969234,28.03666443405151,0.1260880545773746,0.050000000000000044
316,81,37.78119621276855,28.04186307144165,0.1263281843268577,0.050000000000000044
317,84,37.72309970855713,28.044094380569454,0.11225009159672827,0.050000000000000044
318,104,36.861197509765624,28.066893918609622,0.10524771976857804,0.050000000000000044
319,104,36.87620658874512,28.374660628128048,0.17015188936000833,0.050000000000000044
320,101,36.7789980316162,28.3760885974884,0.13387047254139245,0.050000000000000044
321,100,37.021181716918946,28.37878734092712,0.13001889896579086,0.050000000000000044
322,80,37.92944286346437,28.382868074798584,0.10608617513207719,0.050000000000000044
323,90,37.29691814422607,28.380425358200068,0.14751149900257587,0.050000000000000044
324,82,37.84944271087647,28.38648153457641,0.12123524783769758,0.050000000000000044
325,94,37.36944271087647,28.72227651100158,0.13578651666126035,0.050000000000000044
326,80,37.92944286346436,28.732649311447144,0.12450019060634077,0.050000000000000044
327,89,37.214030456542964,28.739045473480225,0.126771433655633,0.050000000000000044
328,100,36.2962720489502,28.73383806762695,0.13535070968791843,0.050000000000000044
329,100,36.89350399017333,28.723417777633667,0.11051839179359377,0.050000000000000044
330,87,37.52454322814941,28.72005130805969,0.12616984388823138,0.050000000000000044
331,85,37.72943614959716,29.04667506790161,0.11380890978171546,0.050000000000000044
332,80,37.929436149597166,29.058772602844236,0.09238707569893449,0.050000000000000044
333,85,37.6045500946045,29.38178348693847,0.09511544432710199,0.050000000000000044
334,98,37.1812269973755,29.38829116630554,0.11138735812309446,0.050000000000000044
335,81,37.88944286346437,29.394048279190066,0.12022140380684976,0.050000000000000044
336,85,37.63620658874512,29.721735365676878,0.10463638623409412,0.050000000000000044
337,82,37.84944271087646,29.730662004089353,0.09874974481943177,0.050000000000000044
338,98,37.10468021392822,30.04602031364441,0.12533802737728977,0.050000000000000044
339,94,37.32309967041016,30.37720531272888,0.09925593839997941,0.050000000000000044
340,89,37.40388950347901,30.375032344818113,0.10435794127498114,0.050000000000000044
341,95,37.29778636932373,30.71189785881042,0.1378765955175224,0.050000000000000044
342,93,37.40943599700928,31.035823876953128,0.12353371420214253,0.050000000000000044
343,98,37.170186805725095,31.038793863296515,0.10805092202689574,0.050000000000000044
344,84,37.76697738647462,31.3647751613617,0.12239660771696695,0.050000000000000044
345,82,37.81553005218506,31.376711421203613,0.1157835569209987,0.050000000000000044
346,82,37.84944286346436,31.71023289680481,0.12494352557582826,0.050000000000000044
347,94,37.36943920135498,31.715202817916865,0.11687207305209434,0.050000000000000044
348,83,37.40525562286376,31.71919868774414,0.110288295950965,0.050000000000000044
349,94,36.93125534057617,32.04093899116516,0.12524429084534974,0.050000000000000044
350,80,37.92944286346436,32.05279650688171,0.139585475937929,0.050000000000000044
351,85,37.23029735565186,32.05636518974304,0.1309984853162485,0.050000000000000044
352,78,38.01254993438721,32.39458963623047,0.10406001017261775,0.050000000000000044
353,78,38.010540924072274,32.402917154693604,0.11404324660841854,0.050000000000000044
354,83,37.56770973205566,32.72648242683411,0.11277019138257187,0.050000000000000044
355,97,37.08085926055907,32.726553607177735,0.09179889932082794,0.050000000000000044
356,91,37.49053455352782,32.722103668594364,0.10657572190553605,0.050000000000000044
357,99,37.16943599700927,32.72358607063294,0.09691871729952217,0.050000000000000044
358,82,37.83902256011963,33.0521665588379,0.0984597680635932,0.050000000000000044
359,89,37.47869873046874,33.05576047515869,0.09033378353865629,0.050000000000000044
360,79,37.97054092407227,33.37147594833374,0.10754922001705139,0.050000000000000044
361,85,37.73054092407227,33.37985309867859,0.11431287419708336,0.050000000000000044
362,76,38.05552703857422,33.39525728225708,0.12882853740532146,0.050000000000000044
363,86,37.69255046844482,33.70770331459046,0.0965368446439158,0.050000000000000044
364,87,37.48969463348388,33.70660714416505,0.10579319459910708,0.050000000000000044
365,76,37.98118713378905,34.022426477432255,0.15707660914937915,0.050000000000000044
366,80,37.44361221313476,34.02436526107789,0.09182586652459576,0.050000000000000044
367,86,37.67436679840088,34.0230125831604,0.10120389376615369,0.050000000000000044
